short_name,long_name,age,dob,height_cm,weight_kg,nationality,club
K. Grosicki,Kamil Grosicki,31,1988-06-08,180,78,Poland,Hull City
A. Aguilar,Abel Enrique Aguilar Tapia,34,1985-01-06,187,88,Colombia,Unión Magdalena
P. Baysse,Paul Baysse,31,1988-05-18,184,82,France,FC Girondins de Bordeaux
L. Deaux,Lucas Deaux,30,1988-12-26,188,82,France,En Avant de Guingamp
L. Christodoulopoulos,Lazaros Christodoulopoulos,32,1986-12-19,183,81,Greece,Olympiacos CFP
Ivo,Olívio Da Rosa,32,1986-10-02,173,65,Brazil,Henan Jianye FC
S. Arfield,Scott Arfield,30,1988-11-01,179,80,Canada,Rangers FC
Adrián González,Adrián  González Morales,31,1988-05-25,183,78,Spain,Málaga CF
R. Hennings,Rouwen Hennings,31,1987-08-28,180,80,Germany,Fortuna Düsseldorf
L. Robles,Luis Robles,35,1984-05-11,185,90,United States,New York Red Bulls
Titi,Cristian Chagas Tarouco,31,1988-03-12,188,83,Brazil,Göztepe SK
H. Saivet,Henri Saivet,28,1990-10-26,174,76,Senegal,Newcastle United
A. Chedjou,Aurélien Chedjou,34,1985-06-20,184,77,Cameroon,Medipol Başakşehir FK
F. Frei,Fabian Frei,30,1989-01-08,183,80,Switzerland,FC Basel 1893
B. Bannan,Barry Bannan,29,1989-12-01,169,61,Scotland,Sheffield Wednesday
A. Bjelland,Andreas Bjelland,30,1988-07-11,188,85,Denmark,FC København
N. Müller,Nicolai Müller,31,1987-09-25,173,66,Germany,Eintracht Frankfurt
J. Biabiany,Jonathan Ludovic Biabiany,31,1988-04-28,177,73,France,Parma
Sergio Tejera,Sergio Tejera Rodríguez,29,1990-05-28,180,75,Spain,Real Oviedo
H. Arter,Harry Arter,29,1989-12-28,176,70,Republic of Ireland,Fulham
Fábio Pacheco,Fábio José Ferreira Pacheco,31,1988-05-26,180,73,Portugal,Moreirense FC
J. Russell,Johnny Russell,29,1990-04-08,178,76,Scotland,Sporting Kansas City
Yoel,Yoel Rodríguez Oterino,30,1988-08-28,185,78,Spain,SD Eibar
J. Chester,James Chester,30,1989-01-23,180,79,Wales,Aston Villa
J. van der Heijden,Jan-Arie van der Heijden,31,1988-03-03,185,76,Netherlands,Feyenoord
F. Navarro,Fernando Navarro Morán,30,1989-04-18,165,64,Mexico,Club León
Dentinho,Bruno Ferreira Bonfim,30,1989-01-19,176,75,Brazil,Shakhtar Donetsk
M. Alustiza,Matías Gustavo Alustiza,35,1984-05-31,165,69,Argentina,Puebla FC
Montoro,Ángel Montoro Sánchez,31,1988-06-25,181,72,Spain,Granada CF
R. Halliche,Rafik Halliche,32,1986-09-02,188,81,Algeria,Moreirense FC
J. Dueñas,Jesús Alberto Dueñas Manzo,30,1989-03-16,174,73,Mexico,Tigres U.A.N.L.
S. Morrison,Sean Morrison,28,1991-01-08,194,84,England,Cardiff City
C. Zambrano,Carlos Augusto Zambrano Ochandarte,29,1989-07-10,185,83,Peru,Peru
A. Chahechouhe,Aatif Chahechouhe,32,1986-07-02,176,68,Morocco,Antalyaspor
Juanfran,Juan Francisco Moreno Fuertes,30,1988-09-11,180,69,Spain,Alanyaspor
L. Balogun,Leon-Aderemi Balogun,31,1988-06-28,190,88,Nigeria,Brighton & Hove Albion
B. Ecuélé Manga,Bruno Écuélé Manga,30,1988-07-16,186,76,Gabon,Dijon FCO
B. Poulain,Benoît Poulain,31,1987-07-24,189,83,France,Kayserispor
M. Valdifiori,Mirko Valdifiori,33,1986-04-21,185,71,Italy,SPAL
A. N'Diaye,Alfred John Momar N'Diaye,29,1990-03-06,189,90,Senegal,Málaga CF
Alex Bergantiños,Alejandro Bergantiños García,34,1985-06-07,176,70,Spain,Deportivo de La Coruña
E. Room,Eloy Room,30,1989-02-06,188,81,Curacao,Columbus Crew SC
B. Fornaroli,Bruno Fornaroli Mezza,31,1987-09-07,175,68,Uruguay,Perth Glory
M. Risse,Marcel Risse,29,1989-12-17,183,75,Germany,1. FC Köln
D. Diekmeier,Dennis Diekmeier,29,1989-10-20,188,79,Germany,SV Sandhausen
J. Hoilett,David Junior Hoilett,29,1990-06-05,173,70,Canada,Cardiff City
M. Ekici,Mehmet Ekici,29,1990-03-25,180,76,Turkey,Fenerbahçe SK
J. Hušbauer,Josef Hušbauer,29,1990-03-16,182,76,Czech Republic,SK Slavia Praha
Alcalá,Pedro Alcalá Guirado,30,1989-03-19,196,93,Spain,Girona FC
Balenziaga,Mikel Balenziaga Oruesagasti,31,1988-02-29,177,76,Spain,Athletic Club de Bilbao
S. Sunzu,Stoppila Sunzu,30,1989-06-22,190,91,Zambia,FC Metz
Míchel,Miguel Alfonso Herrero Javaloyas,30,1988-07-29,183,71,Spain,Real Valladolid CF
O. Martínez,Osvaldo David Martínez Arce,33,1986-04-08,165,72,Paraguay,Club Atlas
Pedro Sánchez,Pedro Antonio Sánchez Moñino,32,1986-12-12,175,74,Spain,Deportivo de La Coruña
I. Opara,Ike Opara,30,1989-02-21,188,82,United States,Minnesota United FC
M. Caruzzo,Matías Nicolás Caruzzo,34,1984-08-15,185,80,Argentina,Rosario Central
M. Silvestri,Marco Silvestri,28,1991-03-02,191,80,Italy,Hellas Verona
Sandro,Sandro Ranieri Guimarães Cordeiro,30,1989-03-15,187,75,Brazil,Genoa
C. Borges,Celso Borges Mora,31,1988-05-27,187,78,Costa Rica,Göztepe SK
P. Pekarík,Peter Pekarík,32,1986-10-30,177,73,Slovakia,Hertha BSC
G. Töre,Gökhan Töre,27,1992-01-20,176,70,Turkey,Yeni Malatyaspor
S. Sow,Samba Sow,30,1989-04-29,185,75,Mali,Nottingham Forest
A. Bedoya,Alejandro Bedoya,32,1987-04-29,178,73,United States,Philadelphia Union
S. Corchia,Sébastien Corchia,28,1990-11-01,175,67,France,Sevilla FC
G. Schennikov,Georgiy Schennikov,28,1991-04-27,178,75,Russia,PFC CSKA Moscow
N. Hult,Niklas Hult,29,1990-02-13,173,66,Sweden,AEK Athens
L. Sané,Ludovic Lamine Sané,32,1987-03-22,191,77,Senegal,Orlando City SC
Renatinho,Renato Ribeiro Calixto Aguiar,30,1988-10-04,167,68,Brazil,Tianjin Quanjian FC
F. Rinaudo,Fabián Andrés Rinaudo,32,1987-05-08,176,74,Argentina,Rosario Central
M. Caraglio,Milton Joel Caraglio,30,1988-12-01,187,86,Argentina,Cruz Azul
Rafael,Rafael Cabral Barbosa,29,1990-05-20,186,83,Brazil,Reading
E. Stevens,Enda Stevens,28,1990-07-09,183,78,Republic of Ireland,Sheffield United
F. Klos,Fabian Klos,31,1987-12-02,194,93,Germany,DSC Arminia Bielefeld
A. Nyom,Allan Nyom,31,1988-05-10,189,80,Cameroon,Getafe CF
M. Zeegelaar,Marvin Zeegelaar,28,1990-08-12,186,82,Netherlands,Watford
C. Clemens,Christian Clemens,27,1991-08-04,179,79,Germany,1. FC Köln
J. Larsen,Jens Stryger Larsen,28,1991-02-21,182,82,Denmark,Udinese
J. Obi,Joel Obi,28,1991-05-22,176,71,Nigeria,Chievo Verona
D. Sakho,Diafra Sakho,29,1989-12-24,184,79,Senegal,Stade Rennais FC
C. Hourihane,Conor Hourihane,28,1991-02-02,181,70,Republic of Ireland,Aston Villa
S. Ilsanker,Stefan Ilsanker,30,1989-05-18,189,86,Austria,RB Leipzig
F. Hanin,Florent  Hanin,29,1990-02-04,177,70,France,Vitória Guimarães
M. Leckie,Mathew Leckie,28,1991-02-04,181,82,Australia,Hertha BSC
Iñigo Pérez,Iñigo Pérez Soto,31,1988-01-18,178,74,Spain,CA Osasuna
Anselmo,Anselmo de Moraes,30,1989-02-20,185,82,Brazil,Al Wehda
J. Toornstra,Jens Toornstra,30,1989-04-04,178,74,Netherlands,Feyenoord
Leandro Damião,Leandro Damião da Silva dos Santos,29,1989-07-22,187,82,Brazil,Kawasaki Frontale
M. Linnes,Martin Linnes,27,1991-09-20,177,72,Norway,Galatasaray SK
R. Amalfitano,Romain Amalfitano,29,1989-08-27,175,71,France,Dijon FCO
G. Tzavellas,Georgios Tzavellas,31,1987-11-26,183,86,Greece,Alanyaspor
B. Dabo,Bryan Dabo,27,1992-02-18,186,81,Burkina Faso,Fiorentina
I. Nestorovski,Ilija Nestorovski,29,1990-03-19,182,75,FYR Macedonia,Udinese
T. Klose,Timm Klose,31,1988-05-09,193,87,Switzerland,Norwich City
Ilie Sánchez,Ilie Sánchez Farrés,28,1990-11-21,180,77,Spain,Sporting Kansas City
A. Christiansen,Anders Christiansen,29,1990-06-08,174,75,Denmark,Malmö FF
Alan Patrick,Alan Patrick Lourenço,28,1991-05-13,178,68,Brazil,Shakhtar Donetsk
L. Hinterseer,Lukas Hinterseer,28,1991-03-28,192,86,Austria,Hamburger SV
Camilo,Camilo da Silva Sanvezzo,30,1988-07-21,169,72,Brazil,Club Tijuana
Hong Jeong Ho,홍정호 洪正好,29,1989-08-12,186,77,Korea Republic,Jeonbuk Hyundai Motors
Marafona,José Carlos Coentrão Marafona,32,1987-05-08,190,86,Portugal,Alanyaspor
N. De Préville,Nicolas De Préville,28,1991-01-08,177,77,France,FC Girondins de Bordeaux
Diego,Diego Rigonato Rodrigues,31,1988-03-09,178,79,Brazil,Deportivo Toluca
L. Krejčí,Ladislav Krejčí,26,1992-07-05,178,70,Czech Republic,Bologna
C. Ciano,Camillo Ciano,29,1990-02-22,176,73,Italy,Frosinone
J. Sánchez Miño,Juan Manuel Sánchez Miño,29,1990-01-01,177,78,Argentina,Independiente
L. Griffiths,Leigh Griffiths,28,1990-08-20,174,77,Scotland,Celtic
T. Serero,Thulani Serero,29,1990-04-11,172,68,South Africa,Vitesse
T. Bifouma,Thievy Bifouma,27,1992-05-13,180,80,Congo,Yeni Malatyaspor
M. Bakalorz,Marvin Bakalorz,29,1989-09-13,180,78,Germany,Hannover 96
Juan Carlos,Juan Carlos Real Ruiz,28,1991-03-15,183,73,Spain,SD Huesca
L. Advíncula,Luis Jan Piers Advíncula Castrillón,29,1990-03-02,178,80,Peru,Rayo Vallecano
Y. Yotún,Víctor Yoshimar Yotún Flores,29,1990-04-07,173,68,Peru,Cruz Azul
L. Melgarejo,Lorenzo António Melgarejo Sanabria,28,1990-08-10,177,75,Paraguay,Spartak Moscow
Diego Oliveira,Diego Queiroz de Oliveira,29,1990-06-22,179,78,Brazil,FC Tokyo
Ewerton,Ewerton José Almeida Santos,30,1989-03-23,188,89,Brazil,Hamburger SV
M. Borjan,Milan Borjan,31,1987-10-23,196,84,Canada,Canada
J. Kopic,Jan Kopic,29,1990-06-04,179,80,Czech Republic,Viktoria Plzeň
C. Atsu,Christian Atsu,27,1992-01-10,165,65,Ghana,Newcastle United
H. Canteros,Héctor Canteros,30,1989-03-15,176,80,Argentina,MKE Ankaragücü
João Pereira,João Pedro da Silva Pereira,35,1984-02-25,172,66,Portugal,Trabzonspor
M. Morozyuk,Mykola Morozyuk,31,1988-01-17,176,71,Ukraine,Çaykur Rizespor
B. Butko,Bogdan Butko,28,1991-01-13,182,72,Ukraine,Shakhtar Donetsk
Pedro Henrique,Pedro K. Medina da Silva,29,1990-06-16,181,76,Brazil,Kayserispor
H. Gnohere,Harlem-Eddy Gnohéré,31,1988-02-21,183,94,France,FCSB (Steaua)
P. Capelle,Pierrick Capelle,32,1987-04-15,181,73,France,Angers SCO
Jozabed,Jozabed Sánchez Ruiz,28,1991-03-08,180,65,Spain,RC Celta
R. Ghezzal,Rachid Ghezzal,27,1992-05-09,182,70,Algeria,Leicester City
P. De Blasis,Pablo De Blasis,31,1988-02-04,166,65,Argentina,SD Eibar
A. Chumacero,Alejandro Saúl Chumacero Bracamonte,28,1991-04-22,164,65,Bolivia,Puebla FC
A. Semenov,Andrey Semenov,30,1989-03-24,190,86,Russia,Russia
R. Czichos,Rafael Czichos,29,1990-05-14,187,86,Germany,1. FC Köln
A. Hahn,André Hahn,28,1990-08-13,185,79,Germany,FC Augsburg
F. Niederlechner,Florian Niederlechner,28,1990-10-24,187,86,Germany,FC Augsburg
D. Lazović,Darko Lazović,28,1990-09-15,181,66,Serbia,Hellas Verona
M. Pavlović,Mateo Pavlović,29,1990-06-09,196,94,Croatia,Angers SCO
F. Bachirou,Fouad Bachirou,29,1990-04-15,169,65,Comoros,Malmö FF
D. Rodríguez,Diego Martín Rodríguez Berrini,29,1989-09-04,170,77,Uruguay,Defensa y Justicia
N. Vikonis,Nicolás Vikonis Mureau,35,1984-04-06,184,86,Uruguay,Puebla FC
R. Pérez,Rafael Pérez,29,1990-01-09,186,82,Colombia,Junior FC
D. Bocanegra,Daniel Eduardo Bocanegra Ortíz,32,1987-04-23,182,75,Colombia,Atlético Nacional
F. Pardo,Édgar Felipe Pardo Castro,28,1990-08-17,178,80,Colombia,Deportivo Toluca
W. Morelo,Wilson David Morelo López,32,1987-05-21,172,70,Colombia,Club Atlético Colón
A. Ricaurte,Andrés Ricaurte Vélez,27,1991-10-03,182,70,Colombia,Independiente Medellín
P. Goltz,Paolo Duval Goltz,34,1985-05-12,184,82,Argentina,Boca Juniors
D. González,Diego Hernán González,31,1988-02-09,180,80,Argentina,Racing Club
S. Romero,Silvio Ezequiel Romero,30,1988-07-22,177,76,Argentina,Independiente
O. Opazo,Óscar Mauricio Opazo Lara,28,1990-10-18,169,72,Chile,Colo-Colo
L. Villafañez,Lucas Villafañez,27,1991-10-04,169,65,Argentina,Monarcas Morelia
B. Alemán,Brahian Alemán,29,1989-12-23,176,79,Uruguay,Gimnasia y Esgrima La Plata
D. Braghieri,Diego Braghieri,32,1987-01-07,186,79,Argentina,Club Tijuana
E. Kalinski,Enzo Kalinski,32,1987-03-10,184,86,Argentina,Estudiantes de La Plata
E. Puch,Édson Puch,32,1986-09-04,168,73,Chile,Universidad Católica
C. Rius,Ciro Rius,30,1988-10-27,171,72,Argentina,Rosario Central
R. Botta,Rubén Botta,29,1990-01-31,175,71,Argentina,San Lorenzo de Almagro
L. Zelarayán,Lucas Zelarayán,27,1992-06-20,172,73,Argentina,Tigres U.A.N.L.
D. Kreilach,Damir Kreilach,30,1989-04-16,186,78,Croatia,Real Salt Lake
Idris,Idrissa Mandiang,34,1984-12-27,189,83,Senegal,Boavista FC
I. Slimani,Islam Slimani,31,1988-06-18,188,83,Algeria,Leicester City
A. Oyongo,Ambroise Oyongo Bitolo,28,1991-06-22,176,70,Cameroon,Montpellier HSC
Edgar Méndez,Edgar Antonio Méndez Ortega,28,1991-04-30,188,76,Spain,Cruz Azul
A. Chávez,Andrés Chávez,28,1991-03-21,184,80,Argentina,Club Atlético Huracán
S. Vilakazi,Sibusiso Vilakazi,29,1989-12-29,170,80,South Africa,South Africa
S. Özbayraklı,Şener Özbayraklı,29,1990-01-23,171,71,Turkey,Galatasaray SK
P. Martinez,Pablo Martinez,30,1989-02-21,182,77,France,Nîmes Olympique
Eraso,Javier Eraso Goñi,29,1990-03-22,180,71,Spain,CD Leganés
C. Mayada,Camilo Mayada,28,1991-01-08,174,73,Uruguay,Atlético de San Luis
Sabin Merino,Sabin Merino Zuloaga,27,1992-01-04,187,75,Spain,CD Leganés
L. Gamba,Lucas Emanuel Gamba,32,1987-06-24,170,70,Argentina,Rosario Central
Jorge Miramón,Jorge Miramón Santagertrudis,30,1989-06-02,175,74,Spain,Levante UD
Enaldo Praz,Enaldo Diogo Barbosa Prazeres,31,1988-02-29,177,73,Brazil,Grêmio
Jailson Caeiro,Jailson Michel Caeiro Meireles,27,1992-02-29,177,75,Brazil,Botafogo
Kel Perinho,Kel Bruno Pereira Negrão,35,1984-02-29,192,79,Brazil,Chapecoense
Hugo Goiteira,Hugo Goiteira Regalo,27,1992-02-29,190,88,Brazil,Ceará Sporting Club
Osvaldo Lodeiro,Osvaldo Murilo Lodeiro Ferreira,31,1988-02-29,185,81,Brazil,CSA - AL
Fabiano Sonta,Fabiano Elton Sonta Pessoa,27,1992-02-29,181,82,Brazil,Fluminense
Robson Denho,Robson Tony Denho Serra,27,1992-02-29,181,78,Brazil,Avaí FC
Claudiano Sobrino,Claudiano G. Sobrino Guevara,35,1984-02-29,177,72,Brazil,Chapecoense
Edvaldisco,Edvaldo Flávio Rebelo de Freit,27,1992-02-29,183,71,Brazil,Botafogo
Sebas Couteira,Sebastião Erick Couteira Baía,31,1988-02-29,178,70,Brazil,Atlético Paranaense
Kauã Abranches,Kauã Ricardo Abranches Simões,35,1984-02-29,177,70,Brazil,Fortaleza
Nicolás Formido,Nicolás Júlio Formido Paiva,31,1988-02-29,183,77,Brazil,Internacional
Victorino Magela,Victorino M. Magela Sá,31,1988-02-29,188,85,Brazil,Bahia
Adrianiscito,Adriano Leandro Soares Taffarel,27,1992-02-29,193,88,Brazil,Grêmio
Padilhisco,Adolfo Heitor Padilha Alves,27,1992-02-29,182,82,Brazil,Bahia
Jesus Andradaldo,Jesus Fabrício Andrade Simões,27,1992-02-29,177,73,Brazil,Internacional
Enaldo Toxeto,Enaldo Charles Toxeto Reis,31,1988-02-29,181,79,Brazil,Grêmio
Duirval Diniz,Duirval Hélton Diniz Cabral,35,1984-02-29,187,82,Brazil,Atlético Paranaense
Edercinho Sepa,Rodrigo Éder Serpa Conceição,31,1988-02-29,179,76,Brazil,Grêmio
Pascoal Muscato,Pascoal Simão Muscato Vieira,27,1992-02-29,177,84,Brazil,Santos
Elias Fontoira,Elias Thiago Fontoira Marques,35,1984-02-29,186,74,Brazil,Internacional
Fábio Melitinho,Fábio Kel Melo Feijó,35,1984-02-29,170,67,Brazil,Fluminense
Marlon Nideiro,Marlon Lourival Nideiro Cintra,35,1984-02-29,169,66,Brazil,Grêmio
Jacson Zonta,Jacson João Zonta Filho,35,1984-02-29,181,74,Brazil,Goiás
Leo Caldeirinha,Leonardo Miguel Garcia Caldeira,35,1984-02-29,175,75,Brazil,Goiás
Alvildo Sousa,Alvin Severino Sousa Diniz,35,1984-02-29,183,79,Brazil,Avaí FC
Hélton Celanova,Hélton Luiz Celanova Vieira,27,1992-02-29,180,92,Brazil,Internacional
Erick Gameira,Erick Ronaldo Gameira Carvalho,27,1992-02-29,180,76,Brazil,Atlético Paranaense
Jadson Vidigal,Matheus Jadson Vidigal Morais,27,1992-02-29,175,70,Brazil,Grêmio
Nuno da Costa,Nuno Miguel da Costa Jóia,28,1991-02-10,182,70,Cape Verde,RC Strasbourg Alsace
N. Silva,Nicolás Alexis Silva,29,1990-01-24,163,58,Argentina,Argentinos Juniors
F. Zampedri,Fernando Matías Zampedri,31,1988-02-14,185,83,Argentina,Rosario Central
Caio Milaçar,Caio Bruno Milaçar Kenedy,35,1984-02-29,170,67,Brazil,Ceará Sporting Club
Salvi Sánchez,Salvador Sánchez Ponce,28,1991-03-30,175,64,Spain,Cádiz CF
D. Benlamri,Djamel Eddine Benlamri,29,1989-12-25,185,83,Algeria,Al Shabab
Carlitos,Carlos Daniel López Huesca,29,1990-06-12,176,70,Spain,Legia Warszawa
Douglas,Douglas Chagas Matos,31,1987-12-30,184,74,Brazil,Shimizu S-Pulse
M. Diop,Makhete Diop,31,1987-07-08,190,85,Senegal,Beijing Renhe FC
Enric Gallego,Enrique Gallego Puigsech,32,1986-09-12,189,87,Spain,Getafe CF
E. Sarić,Elvis Sarić,28,1990-07-21,180,71,Bosnia Herzegovina,Al Ahli
I. Traoré,Ibrahim Traoré,30,1988-09-16,186,80,Ivory Coast,SK Slavia Praha
J. Kayamba,Joel Kayamba,27,1992-04-17,170,67,DR Congo,Viktoria Plzeň
J. Santigaro,Juan José Santigaro,33,1985-07-04,198,87,Ecuador,Ecuador
W. Faríñez,Wuilker Faríñez,21,1998-02-15,181,81,Venezuela,Millonarios FC
C. Romero,Cristian Gabriel Romero,21,1998-04-27,185,79,Argentina,Genoa
Brahim,Brahim Díaz,19,1999-08-03,171,68,Spain,Real Madrid
R. James,Reece James,19,1999-12-08,182,82,England,Chelsea
I. Akhmetov,Ilzat Akhmetov,21,1997-12-31,173,67,Russia,PFC CSKA Moscow
E. Håland,Erling Braut Håland,18,2000-07-21,194,87,Norway,FC Red Bull Salzburg
M. Shaparenko,Mykola Shaparenko,20,1998-10-04,178,72,Ukraine,Dynamo Kyiv
Puado,Javier Puado Díaz,21,1998-05-25,177,69,Spain,RCD Espanyol
R. Kent,Ryan Kent,22,1996-11-11,172,65,England,Liverpool
S. Salcedo,Saúl Salcedo,21,1997-08-29,183,75,Paraguay,Club Atlético Huracán
Unai Simón,Unai Simón Mendibil,22,1997-06-11,190,89,Spain,Athletic Club de Bilbao
A. Tuanzebe,Axel Tuanzebe,21,1997-11-14,185,72,England,Manchester United
T. Tomiyasu,冨安 健洋,20,1998-11-05,188,84,Japan,Bologna
Maycon,Maycon de Andrade Barberan,21,1997-07-13,173,71,Brazil,Shakhtar Donetsk
I. Oblyakov,Ivan Oblyakov,20,1998-07-05,175,74,Russia,PFC CSKA Moscow
M. Senesi,Marcos Senesi,22,1997-05-10,183,80,Argentina,San Lorenzo de Almagro
Óscar,Óscar Rodríguez Arnaiz,21,1998-06-28,174,68,Spain,CD Leganés
Stephen Eustáquio,Stephen Antunes Eustáquio,22,1996-12-21,178,68,Portugal,Cruz Azul
Pedro Porro,Pedro Antonio Porro Sauceda,19,1999-09-13,176,70,Spain,Real Valladolid CF
B. Drągowski,Bartłomiej Drągowski,21,1997-08-19,188,74,Poland,Fiorentina
D. Kownacki,Dawid Kownacki,22,1997-03-14,187,75,Poland,Fortuna Düsseldorf
Fede,Federico San Emeterio Díaz,22,1997-03-16,176,68,Spain,Real Valladolid CF
J. Gélin,Jérémy Gélin,22,1997-04-24,183,79,France,Stade Rennais FC
R. van Drongelen,Rick van Drongelen,20,1998-12-20,185,81,Netherlands,Hamburger SV
J. Eggestein,Johannes Eggestein,21,1998-05-08,183,75,Germany,SV Werder Bremen
M. Camara,Mohamed Mady Camara,22,1997-02-28,180,81,Guinea,Olympiacos CFP
Léo Jabá,Leonardo Rodrigues Lima,20,1998-08-02,178,72,Brazil,PAOK
D. Rossi,Diego Rossi,21,1998-03-05,170,68,Uruguay,Los Angeles FC
L. Majer,Lovro Majer,21,1998-01-17,179,75,Croatia,Dinamo Zagreb
M. Mittelstädt,Maximilian Mittelstädt,22,1997-03-18,180,71,Germany,Hertha BSC
A. Ćorić,Ante Ćorić,22,1997-04-14,176,59,Croatia,Roma
Lyanco,Lyanco Neves Vojnovic,22,1997-02-01,187,75,Brazil,Torino
Álvaro Tejero,Álvaro Tejero Sacristán,22,1996-07-20,174,69,Spain,SD Eibar
M. Pereira Lage,Mathias Pereira Lage,22,1996-11-30,180,67,Portugal,Angers SCO
S. Grandsir,Samuel Grandsir,22,1996-08-14,170,65,France,Stade Brestois 29
D. Okereke,David Okereke,21,1997-08-29,181,77,Nigeria,Club Brugge KV
M. Richter,Marco Richter,21,1997-11-24,176,74,Germany,FC Augsburg
J. Savarino,Jefferson Savarino,22,1996-11-11,169,66,Venezuela,Real Salt Lake
N. De la Cruz,Diego Nicolás De La Cruz Arcosa,22,1997-06-01,167,65,Uruguay,River Plate
P. Rajkovic,Predrag Rajkovic,23,1995-10-31,192,89,Serbia,Stade de Reims
R. Rojas,Robert Rojas,23,1996-04-30,176,75,Paraguay,River Plate
L. Boyé,Lucas Ariel Boyé,23,1996-02-28,183,80,Argentina,Reading
M. Friedrich,Marvin Friedrich,23,1995-12-13,192,81,Germany,1. FC Union Berlin
E. Unsain,Ezequiel Unsain,24,1995-03-09,188,83,Argentina,Defensa y Justicia
B. Kuscevic,Benjamín Kuscevic,23,1996-05-02,185,80,Chile,Universidad Católica
N. Fernández,Nicolás Fernández,23,1996-02-08,165,66,Argentina,Defensa y Justicia
L. Haraslín,Lukáš Haraslín,23,1996-05-26,182,71,Slovakia,Lechia Gdańsk
A. Donis,Anastasios Donis,22,1996-08-29,178,76,Greece,VfB Stuttgart
C. Montes,César Jasib Montes Castro,22,1997-02-24,191,70,Mexico,Monterrey
G. Larsonneur,Gautier Larsonneur,22,1997-02-23,181,70,France,Stade Brestois 29
M. Cafaro,Mathieu Cafaro,22,1997-03-25,170,60,France,Stade de Reims
M. Wöber,Maximilian Wöber,21,1998-02-04,189,82,Austria,FC Red Bull Salzburg
T. Fosu-Mensah,Timothy Evans Fosu-Mensah,21,1998-01-02,185,78,Netherlands,Manchester United
Gabriel,Gabriel dos Santos Magalhães,21,1997-12-19,190,87,Brazil,LOSC Lille
C. Mepham,Chris Mepham,21,1997-11-05,191,75,Wales,Bournemouth
S. Alakouch,Sofiane Alakouch,20,1998-07-29,175,66,France,Nîmes Olympique
Mama Baldé,Mama Samba Baldé,23,1995-11-06,181,75,Guinea Bissau,Dijon FCO
Pau Torres,Pau Francisco Torres,22,1997-01-16,191,80,Spain,Villarreal CF
T. Bašić,Toma Bašić,22,1996-11-25,189,80,Croatia,FC Girondins de Bordeaux
Y. Benzia,Yassine Benzia,24,1994-09-08,178,76,Algeria,LOSC Lille
M. Stępiński,Mariusz Stępiński,24,1995-05-12,183,72,Poland,Chievo Verona
R. Bazoer,Riechedly Bazoer,22,1996-10-12,184,74,Netherlands,Vitesse
C. Akpom,Chuba Akpom,23,1995-10-09,186,81,England,PAOK
D. Biraschi,Davide Biraschi,24,1994-07-02,182,72,Italy,Genoa
I. Arboleda,Iván Mauricio Arboleda,23,1996-04-21,185,76,Colombia,Club Atlético Banfield
D. von Ballmoos,David von Ballmoos,24,1994-12-30,192,90,Switzerland,BSC Young Boys
B. Celina,Bersant Celina,22,1996-09-09,181,66,Kosovo,Swansea City
B. Mensah,Bernard Mensah,24,1994-10-17,180,65,Ghana,Kayserispor
Sivera,Antonio Sivera Salvá,22,1996-08-11,184,75,Spain,Deportivo Alavés
P. Olayinka,Peter Oladeji Olayinka,23,1995-11-16,188,77,Nigeria,SK Slavia Praha
K. Iheanacho,Kelechi Iheanacho,22,1996-10-03,183,80,Nigeria,Leicester City
Roger Guedes,Roger Krug Guedes,22,1996-10-02,184,87,Brazil,Shandong Luneng TaiShan FC
U. Agbo,Uche Agbo,23,1995-12-04,185,76,Nigeria,Standard de Liège
André Horta,André Filipe Luz Horta,22,1996-11-07,175,62,Portugal,SC Braga
F. Soldano,Franco Soldano,24,1994-09-14,178,72,Argentina,Boca Juniors
J. Cádiz,Jhonder Leonel Cádiz Fernández,23,1995-07-29,191,78,Venezuela,SL Benfica
F. Maouassa,Christ-Emmanuel Faitout Maouassa,20,1998-07-06,170,73,France,Stade Rennais FC
R. Perraud,Romain Perraud,21,1997-09-22,173,68,France,Stade Brestois 29
Aurélio Buta,Aurélio Gabriel Ulineia Buta,22,1997-02-10,172,72,Portugal,Royal Antwerp FC
V. Rosier,Valentin Rosier,22,1996-08-19,175,71,France,Sporting CP
Kim Min Jae,김민재 金敏在,22,1996-11-15,190,78,Korea Republic,Beijing Sinobo Guoan FC
U. Račić,Uroš Račić,21,1998-03-17,193,81,Serbia,Famalicão
